direction,term_name,ontology,type
downregulated,ribosome,CC,trinotate
downregulated,ribosome,CC,trinotate
regulated,ribosome,CC,trinotate
downregulated,ribosome,CC,trinotate
downregulated,ribosome,CC,trinotate
regulated,ribosome,CC,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,defense response,BP,trinotate
upregulated,defense response,BP,trinotate
upregulated,defense response,BP,trinotate
upregulated,defense response,BP,trinotate
upregulated,defense response,BP,trinotate
upregulated,dehydroascorbic acid transport,MF,trinotate
upregulated,dehydroascorbic acid transport,MF,trinotate
upregulated,dehydroascorbic acid transport,BP,trinotate
upregulated,dehydroascorbic acid transport,BP,trinotate
upregulated,dendrite development,CC,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,CC,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
upregulated,dendrite development,BP,trinotate
downregulated,deoxyribose phosphate biosynthesis,BP,trinotate
downregulated,deoxyribose phosphate biosynthesis,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,detection of stimulus,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
downregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
downregulated,development,,KEGG
downregulated,development,,KEGG
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
regulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,development,BP,trinotate
upregulated,digestion,BP,trinotate
upregulated,digestion,BP,trinotate
upregulated,digestion,BP,trinotate
upregulated,digestion,BP,trinotate
downregulated,disulfide oxidoreductase activity,MF,uniprot
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,uniprot
upregulated,DNA binding,MF,uniprot
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,uniprot
upregulated,DNA binding,MF,uniprot
upregulated,DNA binding,MF,trinotate
upregulated,DNA binding,MF,trinotate
downregulated,DNA metabolism,BP,trinotate
downregulated,DNA metabolism,BP,trinotate
downregulated,DNA metabolism,BP,trinotate
downregulated,DNA metabolism,BP,trinotate
downregulated,DNA repair,,KEGG
downregulated,DNA replication,,KEGG
upregulated,DNA replication,BP,trinotate
upregulated,DNA replication,BP,trinotate
upregulated,DNA replication,BP,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding,MF,trinotate
upregulated,DNA-binding transcription factor activity,BP,trinotate
upregulated,DNA-binding transcription factor activity,BP,trinotate
downregulated,dodecenoyl-CoA delta-isomerase activity,MF,trinotate
upregulated,dorsal/ventral formation,BP,trinotate
upregulated,dorsal/ventral formation,BP,trinotate
upregulated,ear development,BP,trinotate
regulated,ECM-receptor interaction,,KEGG
upregulated,ECM-receptor interaction,,KEGG
upregulated,ECM-receptor interaction,,KEGG
downregulated,electron transport,BP,trinotate
downregulated,electron transport,BP,trinotate
downregulated,electron transport,BP,trinotate
downregulated,electron transport,BP,trinotate
downregulated,electron transport chain,MF,trinotate
downregulated,electron transport chain,MF,uniprot
downregulated,electron transport chain,MF,uniprot
downregulated,electron transport chain,BP,trinotate
downregulated,electron transport chain,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryo development,BP,trinotate
upregulated,embryonic development,BP,trinotate
upregulated,embryonic development,BP,trinotate
upregulated,Endocrine and metabolic diseases,,KEGG
upregulated,endocytic vesicle,CC,trinotate
upregulated,endocytic vesicle,CC,trinotate
upregulated,endocytosis,BP,trinotate
upregulated,endocytosis,BP,trinotate
upregulated,endocytosis,BP,trinotate
upregulated,endodermal cell differentiation,BP,trinotate
upregulated,endodermal cell differentiation,BP,trinotate
upregulated,endomembrane system,CC,trinotate
upregulated,endomembrane system,BP,trinotate
upregulated,endopeptidase activity,BP,trinotate
upregulated,endopeptidase activity,BP,trinotate
upregulated,endopeptidase inhibitor activity,MF,trinotate
upregulated,endopeptidase inhibitor activity,MF,trinotate
upregulated,endopeptidase inhibitor activity,MF,uniprot
upregulated,endopeptidase regulator activity,MF,trinotate
upregulated,endopeptidase regulator activity,MF,trinotate
upregulated,endopeptidase regulator activity,MF,uniprot
upregulated,endothelial ,BP,trinotate
upregulated,endothelial ,BP,trinotate
upregulated,endothelial cell chemotaxis,BP,trinotate
upregulated,endothelial cell chemotaxis,BP,trinotate
upregulated,endothelial cell chemotaxis to fibroblast growth factor,BP,trinotate
upregulated,endothelial cell chemotaxis to fibroblast growth factor,BP,trinotate
upregulated,endothelial cell migration,BP,trinotate
upregulated,endothelial cell migration,BP,trinotate
upregulated,endothelial cell proliferation,BP,trinotate
upregulated,endothelial cell proliferation,BP,trinotate
downregulated,envelope,CC,trinotate
downregulated,envelope,CC,uniprot
upregulated,Environmental Information Processing,,KEGG
upregulated,Environmental Information Processing,,KEGG
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,uniprot
downregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
regulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,uniprot
regulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,,KEGG
upregulated,enzyme activity,BP,trinotate
upregulated,enzyme activity,BP,trinotate
upregulated,enzyme activity,BP,trinotate
upregulated,enzyme activity,BP,trinotate
upregulated,enzyme activity,BP,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,trinotate
upregulated,enzyme activity,MF,uniprot
upregulated,enzyme activity,BP,trinotate
downregulated,enzyme activity,MF,trinotate
downregulated,enzyme activity,MF,trinotate
downregulated,enzyme activity,MF,trinotate
downregulated,enzyme activity,MF,trinotate
upregulated,enzyme binding,MF,trinotate
upregulated,enzyme binding,MF,uniprot
upregulated,epiboly,BP,trinotate
upregulated,epinephrine secretion,BP,trinotate
upregulated,epithelial cell migration,BP,trinotate
upregulated,epithelial cell migration,BP,trinotate
upregulated,epithelial cell proliferation,BP,trinotate
upregulated,epithelial cell proliferation,BP,trinotate
upregulated,epithelial to mesenchymal transition,BP,trinotate
upregulated,epithelial to mesenchymal transition,BP,trinotate
upregulated,epithelium migration,BP,trinotate
upregulated,epithelium migration,BP,trinotate
upregulated,establishment of protein localization,BP,trinotate
downregulated,exonucleolytic catabolism,BP,trinotate
regulated,exonucleolytic trimming,BP,trinotate
regulated,exonucleolytic trimming,BP,trinotate
downregulated,exosome,,KEGG
regulated,exosome,CC,trinotate
upregulated,exosome,CC,trinotate
upregulated,extent of cell growth,BP,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,BP,trinotate
upregulated,extracellular matrix,BP,trinotate
upregulated,extracellular matrix,MF,trinotate
upregulated,extracellular matrix,BP,trinotate
upregulated,extracellular matrix,BP,trinotate
upregulated,extracellular matrix,MF,trinotate
upregulated,extracellular matrix,MF,trinotate
upregulated,extracellular matrix,MF,uniprot
upregulated,extracellular matrix,MF,trinotate
upregulated,extracellular matrix,MF,trinotate
upregulated,extracellular matrix,MF,trinotate
regulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,uniprot
upregulated,extracellular matrix,CC,uniprot
upregulated,extracellular matrix,CC,trinotate
upregulated,extracellular matrix,CC,trinotate
regulated,extracellular organelle,CC,trinotate
upregulated,extracellular organelle,CC,trinotate
upregulated,extracellular organelle,CC,trinotate
upregulated,extracellular structure organization,BP,trinotate
upregulated,extracellular structure organization,BP,trinotate
regulated,extracellular vesicle,CC,trinotate
upregulated,extracellular vesicle,CC,trinotate
upregulated,extracellular vesicle,CC,trinotate
downregulated,fatty acid catabolism,BP,trinotate
downregulated,fatty acid catabolism,,KEGG
downregulated,fatty acid catabolism,,KEGG
downregulated,fatty acid catabolism,,KEGG
regulated,fatty acid catabolism,,KEGG
downregulated,fatty acid catabolism,,KEGG
downregulated,fatty acid catabolism,,KEGG
downregulated,fatty acid catabolism,BP,trinotate
downregulated,fatty acid catabolism,BP,trinotate
downregulated,fatty acid metabolism,BP,trinotate
upregulated,feeding,BP,trinotate
upregulated,fibroblast migration,BP,trinotate
upregulated,fibroblast migration,BP,trinotate
upregulated,focal adhesion,CC,trinotate
upregulated,focal adhesion,BP,trinotate
downregulated,Folate biosynthesis,,KEGG
downregulated,Folate biosynthesis,,KEGG
regulated,formation of primary germ layer,BP,trinotate
upregulated,formation of primary germ layer,BP,trinotate
upregulated,formation of primary germ layer,BP,trinotate
upregulated,G protein-coupled peptide receptor activity,MF,trinotate
upregulated,G protein-coupled receptors ,,KEGG
upregulated,gastrulation,BP,trinotate
upregulated,gastrulation,BP,trinotate
upregulated,gastrulation,BP,trinotate
upregulated,gastrulation,BP,trinotate
upregulated,gene expression,BP,trinotate
downregulated,gene expression,BP,uniprot
upregulated,gene expression,BP,trinotate
upregulated,gene expression,BP,uniprot
regulated,generation of neurons,BP,trinotate
upregulated,generation of neurons,BP,trinotate
upregulated,generation of neurons,BP,trinotate
downregulated,Genetic Information Processing,,KEGG
downregulated,Genetic Information Processing,,KEGG
upregulated,germinal center formation,BP,trinotate
upregulated,gliogenesis,BP,trinotate
upregulated,gliogenesis,BP,trinotate
upregulated,glucose binding,MF,trinotate
upregulated,glucose binding,MF,trinotate
upregulated,glucosylceramidase activity,BP,trinotate
upregulated,glutamatergic synapse,CC,trinotate
downregulated,Glycolysis,,KEGG
regulated,Glycolysis ,,KEGG
upregulated,glycoprotein transport,BP,trinotate
upregulated,Golgi apparatus,CC,trinotate
upregulated,Golgi membrane,CC,trinotate
upregulated,Golgi stack,CC,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,BP,trinotate
upregulated,growth,CC,trinotate
upregulated,growth,CC,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,uniprot
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,CC,trinotate
upregulated,growth factor,CC,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,uniprot
upregulated,growth factor,MF,uniprot
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
regulated,growth factor,,KEGG
upregulated,growth factor,,KEGG
upregulated,growth factor,,KEGG
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,MF,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,uniprot
downregulated,GTP binding,MF,trinotate
downregulated,GTP binding,MF,trinotate
upregulated,GTPase activity,MF,trinotate
upregulated,GTPase activity,BP,trinotate
upregulated,GTPase activity,MF,trinotate
upregulated,GTPase activity,MF,uniprot
upregulated,GTPase activity,MF,trinotate
upregulated,GTPase activity,BP,trinotate
upregulated,GTPase binding,MF,trinotate
upregulated,GTPase binding,MF,trinotate
downregulated,guanyl nucleotide binding,MF,trinotate
downregulated,guanyl nucleotide binding,MF,trinotate
downregulated,guanyl ribonucleotide binding,MF,trinotate
downregulated,guanyl ribonucleotide binding,MF,trinotate
upregulated,guanyl-nucleotide exchange factor activity,MF,trinotate
upregulated,guanyl-nucleotide exchange factor activity,MF,uniprot
upregulated,hemopoiesis,BP,trinotate
upregulated,heparan sulfate proteoglycan biosynthesis,BP,trinotate
upregulated,heterochromatin,CC,trinotate
upregulated,heterochromatin maintenance,BP,trinotate
upregulated,heterocycle biosynthesis,BP,trinotate
downregulated,heterocycle catabolism,BP,trinotate
upregulated,hippo signaling,BP,trinotate
upregulated,histone modification,BP,trinotate
upregulated,histone modification,BP,trinotate
upregulated,homeostatic process,BP,trinotate
upregulated,hormone,BP,trinotate
upregulated,hormone,BP,trinotate
upregulated,hormone,BP,trinotate
upregulated,hormone stimulus,BP,trinotate
upregulated,hormone stimulus,BP,trinotate
upregulated,Human Diseases,,KEGG
upregulated,hydrolase activity,BP,trinotate
upregulated,hydrolase activity,BP,trinotate
downregulated,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF,trinotate
downregulated,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF,trinotate
downregulated,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF,uniprot
downregulated,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF,uniprot
downregulated,immune response,BP,trinotate
downregulated,immune response,BP,trinotate
regulated,immune response,BP,trinotate
downregulated,immune response,BP,trinotate
downregulated,immune response,BP,trinotate
downregulated,immune response,BP,uniprot
upregulated,immune response,BP,trinotate
upregulated,immune response,,KEGG
upregulated,immune response,,KEGG
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
